venue_db_id,venue_oa_id,name,users_selected,display_name,2yr_mean_citedness,works_count,cited_by_count,issn_l,first_topic,db_concept,jcr_jif,jcr_name
1648383,2764646681,Nanomaterials,2,Nanomaterials,4.66617538688283,15707.0,291320.0,2079-4991,Energy,Materials science,4.4,nanomaterials
1648387,164261264,Journal of Physics C: Solid State Physics,2,Journal of Physics C Solid State Physics,0.0,12868.0,347552.0,0022-3719,Physics and Astronomy,Physics,,
1648483,117411352,International Journal of Remote Sensing,2,International Journal of Remote Sensing,3.1491085899513775,13482.0,501787.0,0143-1161,Environmental Science,Geography,3.0,international journal of remote sensing
1648461,4306421180,Winter Simulation Conference,2,Winter Simulation Conference,0.0,8411.0,30577.0,,Decision Sciences,Computer science,,
1648460,4306503539,ASPC,2,ASPC,0.0,13516.0,8852.0,,Physics and Astronomy,Physics,,
1648473,183770981,Columbia Law Review,2,Columbia Law Review,0.0,13384.0,79966.0,0010-1958,Social Sciences,Political science,3.4,columbia law review
1648499,171705774,Academic Emergency Medicine,2,Academic Emergency Medicine,1.868217054263566,13170.0,220269.0,1069-6563,Medicine,Medicine,3.4,academic emergency medicine
1648516,4306418182,Design Automation Conference (DAC),2,Design Automation Conference,2.740625,2819.0,14225.0,,Computer Science,Computer science,,
1648550,6712347,Chromatographia,2,Chromatographia,1.1631799163179917,12946.0,171155.0,0009-5893,Chemistry,Chemistry,1.2,chromatographia
1648539,114499311,Polymer Engineering and Science,2,Polymer Engineering and Science,3.1024,13084.0,315067.0,0032-3888,Materials Science,Materials science,3.2,polymer engineering and science
1648591,162713455,Historische Zeitschrift,2,Historische Zeitschrift,0.0019455252918287,12885.0,12929.0,0018-2613,Social Sciences,History,0.3,historische zeitschrift
1648588,49828768,Journal of Medical Virology,2,Journal of Medical Virology,6.048248133256749,13057.0,388932.0,0146-6615,Medicine,Medicine,6.8,journal of medical virology
1648622,188482970,The Condor,2,Ornithological Applications,1.9923076923076923,12520.0,214252.0,0010-5422,Environmental Science,Biology,2.6,ornithological applications
1648626,135898356,Journal of Pain and Symptom Management,2,Journal of Pain and Symptom Management,1.7173745173745174,13012.0,281850.0,0885-3924,Medicine,Medicine,3.2,journal of pain and symptom management
1648629,11742566,Molecular and Cellular Biochemistry,2,Molecular and Cellular Biochemistry,3.614439324116744,12029.0,312789.0,0300-8177,"Biochemistry, Genetics and Molecular Biology",Chemistry,3.5,molecular and cellular biochemistry
1648630,137419829,Journal of Neuroimmunology,2,Journal of Neuroimmunology,3.152941176470588,12503.0,323760.0,0165-5728,Neuroscience,Medicine,2.9,journal of neuroimmunology
1648645,180263418,Journal of Visual Impairment & Blindness,2,Journal of Visual Impairment & Blindness,0.8928571428571429,12437.0,38375.0,0145-482X,Neuroscience,Psychology,1.0,journal of visual impairment & blindness
1648659,76417895,Journal of Neuroscience Research,2,Journal of Neuroscience Research,2.7377892030848328,12364.0,438014.0,0360-4012,Neuroscience,Biology,2.9,journal of neuroscience research
1648643,178362034,Industrial Crops and Products,2,Industrial Crops and Products,6.254447022428461,13053.0,448469.0,0926-6690,Agricultural and Biological Sciences,Biology,5.6,industrial crops and products
1648646,11400418,Journal of Lipid Research,2,Journal of Lipid Research,5.149659863945578,12441.0,806010.0,0022-2275,Medicine,Chemistry,5.0,journal of lipid research
1648686,182870142,Canadian Journal of Microbiology,2,Canadian Journal of Microbiology,2.1910828025477707,12113.0,291483.0,0008-4166,Agricultural and Biological Sciences,Biology,1.8,canadian journal of microbiology
1648689,4210191927,Journal of Vacuum Science and Technology B,2,Journal of Vacuum Science & Technology B Microelectronics Processing and Phenomena,0.0,12154.0,251277.0,0734-211X,Engineering,Physics,,
1648703,161475033,Parasitology,2,Parasitology,1.5496031746031746,12024.0,317180.0,0031-1820,Environmental Science,Biology,2.1,parasitology
1648720,4306501536,American Astronomical Society Meeting Abstracts,2,American Astronomical Society Meeting Abstracts,0.0019329896907216,12056.0,979.0,,Physics and Astronomy,Physics,,
1648745,154637859,Signal Processing,2,Signal Processing,4.102496714848883,12021.0,286374.0,0165-1684,Computer Science,Computer science,3.4,signal processing
1648724,4147745,Ibis,2,Ibis,1.7205882352941178,12067.0,169088.0,0019-1019,Environmental Science,Geography,1.8,ibis
1648754,4306419983,International Electron Devices Meeting,2,International Electron Devices Meeting,0.0,322.0,1079.0,,Engineering,Physics,,
1648795,29434542,Clinical Pediatrics,2,Clinical Pediatrics,0.7807017543859649,11529.0,129795.0,0009-9228,Health Professions,Medicine,1.0,clinical pediatrics
1648808,151416048,Journal of Psychosomatic Research,2,Journal of Psychosomatic Research,2.9833887043189367,11701.0,443389.0,0022-3999,Medicine,Psychology,3.5,journal of psychosomatic research
1648825,8391440,"Cancer Epidemiology, Biomarkers & Prevention",2,Cancer Epidemiology Biomarkers & Prevention,1.6853932584269662,7807.0,333364.0,1055-9965,Medicine,Medicine,3.7,cancer epidemiology biomarkers & prevention
1648866,45468527,Modern Physics Letters A,2,Modern Physics Letters A,1.364620938628159,11480.0,106641.0,0217-7323,Physics and Astronomy,Physics,1.5,modern physics letters a
1648863,150413162,Journal of Materials Science Letters,2,Journal of Materials Science Letters,0.0,11343.0,127308.0,0261-8028,Materials Science,Materials science,,
1648918,92829914,Journal of Hydraulic Engineering,2,Journal of Hydraulic Engineering,1.6852791878172588,11195.0,210547.0,0733-9429,Environmental Science,Engineering,2.1,journal of hydraulic engineering
1648952,124744586,Macromolecular Chemistry and Physics,2,Macromolecular Chemistry and Physics,1.9288025889967635,11108.0,186505.0,1022-1352,Chemistry,Chemistry,2.5,macromolecular chemistry and physics
1648944,96498347,Classical Philology,2,Classical Philology,0.293103448275862,11095.0,34226.0,0009-837X,Social Sciences,History,0.7,classical philology
1648982,52459750,Journal of Molecular Catalysis A-chemical,2,Journal of Molecular Catalysis A Chemical,0.0,10945.0,365034.0,1381-1169,Materials Science,Chemistry,,
1648968,4306501066,AGU Spring Meeting Abstracts,2,AGU Spring Meeting Abstracts,0.0,10999.0,1423.0,,Physics and Astronomy,Geology,,
1649007,169445072,ChemPhysChem,2,ChemPhysChem,1.9134502923976608,11044.0,257907.0,1439-4235,Physics and Astronomy,Chemistry,2.3,chemphyschem
1649019,17140621,Clinical Biochemistry,2,Clinical Biochemistry,2.366883116883117,10853.0,189127.0,0009-9120,Medicine,Medicine,2.5,clinical biochemistry
1649017,100787194,Phytotaxa,2,Phytotaxa,3.5484707102125452,11205.0,68889.0,1179-3155,Agricultural and Biological Sciences,Biology,1.0,phytotaxa
1649018,33869021,African Affairs,2,African Affairs,1.9759036144578312,10818.0,112936.0,0001-9909,Social Sciences,Political science,1.9,african affairs
1649014,193112073,Journal of Low Temperature Physics,2,Journal of Low Temperature Physics,1.176,10860.0,144407.0,0022-2291,Physics and Astronomy,Physics,1.1,journal of low temperature physics
1649104,55806205,Mrs Bulletin,2,MRS Bulletin,2.399113082039911,10601.0,163395.0,0883-7694,Medicine,Materials science,4.1,mrs bulletin
1649097,4210168070,Molecular Genetics And Genomics,2,MGG Molecular & General Genetics,0.0,10529.0,415077.0,0026-8925,"Biochemistry, Genetics and Molecular Biology",Biology,,
1649147,201473135,Geoderma,2,Geoderma,6.111888111888112,10536.0,504372.0,0016-7061,Agricultural and Biological Sciences,Environmental science,5.6,geoderma
1649168,138681734,Nonlinear Dynamics,2,Nonlinear Dynamics,5.335088559119196,10525.0,290707.0,0924-090X,Computer Science,Physics,5.2,nonlinear dynamics
1649175,190787756,Symmetry,2,Symmetry,2.520785219399538,11296.0,115478.0,2073-8994,Mathematics,Mathematics,2.2,symmetry-basel
1649184,10124807,Polymer Degradation and Stability,2,Polymer Degradation and Stability,6.36150234741784,10291.0,407821.0,0141-3910,Materials Science,Materials science,6.3,polymer degradation and stability
1649193,4210168583,History: Reviews of New Books,2,,,,,,,,,
1649203,19266977,Waste Management,2,Waste Management,8.281802120141343,10102.0,497715.0,0956-053X,Environmental Science,Engineering,7.1,waste management
1649212,4210211635,International Journal Of Legal Medicine,2,International Journal of Legal Medicine,2.4423076923076925,10141.0,106431.0,0937-9827,"Biochemistry, Genetics and Molecular Biology",Medicine,2.2,international journal of legal medicine
1649265,36069537,Advanced Synthesis & Catalysis,2,Advanced Synthesis & Catalysis,4.239382239382239,10078.0,366659.0,1615-4150,Chemistry,Chemistry,4.4,advanced synthesis & catalysis
1649251,16529866,The Antiquaries Journal,2,The Antiquaries Journal,0.0921052631578947,9920.0,9452.0,0003-5815,Earth and Planetary Sciences,History,0.2,antiquaries journal
1649280,187215728,Polymer Chemistry,2,Polymer Chemistry,3.498049414824447,10220.0,264311.0,1759-9954,Chemistry,Chemistry,4.1,polymer chemistry
1649272,167743172,Plant Science,2,Plant Science,4.74537037037037,9991.0,377098.0,0168-9452,"Biochemistry, Genetics and Molecular Biology",Biology,4.2,plant science
1649342,162384186,Journal of American Folklore,2,Journal of American Folklore,0.2324324324324324,9934.0,74018.0,0021-8715,Arts and Humanities,History,0.5,journal of american folklore
1649424,73458468,Mathematische Nachrichten,2,Mathematische Nachrichten,0.5204359673024523,9507.0,76216.0,0025-584X,Computer Science,Mathematics,0.8,mathematische nachrichten
1649428,130615878,Macromolecular Rapid Communications,2,Macromolecular Rapid Communications,3.472312703583062,9525.0,261823.0,1022-1336,Chemistry,Materials science,4.2,macromolecular rapid communications
1649440,182655450,Proteomics,2,PROTEOMICS,2.3578199052132702,9389.0,346238.0,1615-9853,Chemistry,Biology,3.4,proteomics
1649467,173450624,Journal of Morphology,2,Journal of Morphology,1.1942446043165469,9267.0,228564.0,0362-2525,Environmental Science,Biology,1.5,journal of morphology
1649492,154078021,Journal of Medical Microbiology,2,Journal of Medical Microbiology,2.5176151761517613,9091.0,269636.0,0022-2615,"Biochemistry, Genetics and Molecular Biology",Biology,2.4,journal of medical microbiology
1649455,145039780,Drug Metabolism and Disposition,2,Drug Metabolism and Disposition,3.778947368421053,5066.0,231974.0,0090-9556,"Pharmacology, Toxicology and Pharmaceutics",Biology,4.4,drug metabolism and disposition
1649496,61687237,Psyccritiques,2,PsycCRITIQUES,0.0,9156.0,4269.0,1554-0138,Psychology,Psychology,,
1649489,185297315,"Agriculture, Ecosystems & Environment",2,Agriculture Ecosystems & Environment,6.594968553459119,9375.0,489804.0,0167-8809,Agricultural and Biological Sciences,Biology,6.0,agriculture ecosystems & environment
1649458,109517664,Epilepsy & Behavior,2,Epilepsy & Behavior,2.3554655870445345,9437.0,207184.0,1525-5050,Medicine,Medicine,2.3,epilepsy & behavior
1649553,61175029,Epidemiology and Infection,2,Epidemiology and Infection,2.13855421686747,9033.0,251319.0,0950-2688,Medicine,Medicine,2.5,epidemiology and infection
1649622,190997038,Nuclear Technology,2,Nuclear Technology,1.4105263157894736,8885.0,79339.0,0029-5450,Engineering,Engineering,1.5,nuclear technology
1649604,2597052008,Frontiers in Medicine,2,Frontiers in Medicine,3.569807037457435,10082.0,124447.0,2296-858X,Medicine,Medicine,3.1,frontiers in medicine
1649628,64418186,Journal of Clinical Epidemiology,2,Journal of Clinical Epidemiology,6.435754189944134,8844.0,629007.0,0895-4356,Decision Sciences,Medicine,7.3,journal of clinical epidemiology
1649606,4306420068,International Solid-State Circuits Conference,2,International Solid-State Circuits Conference,5.184,288.0,359.0,,Engineering,Computer science,,
1649670,4306419566,International Conference on Information Systems,2,International Conference on Information Systems,0.2238993710691824,6523.0,33270.0,,Decision Sciences,Computer science,,
1649680,5042006,Marine Geology,2,Marine Geology,2.5334928229665072,8726.0,347066.0,0025-3227,Earth and Planetary Sciences,Geology,2.6,marine geology
1649716,70837955,Inorganic Materials,2,Inorganic Materials,0.9679802955665024,6438.0,39149.0,0020-1685,Engineering,Materials science,0.9,inorganic materials
1649715,151820558,Pattern Recognition Letters,2,Pattern Recognition Letters,4.819526627218935,8668.0,320503.0,0167-8655,Computer Science,Computer science,3.9,pattern recognition letters
1649760,103398315,Spectrochimica Acta Part B: Atomic Spectroscopy,2,Spectrochimica Acta Part B Atomic Spectroscopy,3.009546539379475,8536.0,210219.0,0584-8547,Chemistry,Physics,3.2,spectrochimica acta part b-atomic spectroscopy
1649831,35553882,Journal of American Studies,2,Journal of American Studies,0.0459770114942528,8249.0,7653.0,0021-8758,Social Sciences,History,0.2,journal of american studies
1649798,147897268,Neural Computing and Applications,2,Neural Computing and Applications,5.244190476190476,8857.0,206351.0,0941-0643,Computer Science,Computer science,4.5,neural computing & applications
1649846,971171794,Applied Acoustics,2,Applied Acoustics,3.9234167893961702,8463.0,131142.0,0003-682X,Engineering,Physics,3.4,applied acoustics
1649838,82774605,Hearing Research,2,Hearing Research,2.864,8343.0,299838.0,0378-5955,Neuroscience,Medicine,2.5,hearing research
1649839,116100596,Radio Science,2,Radio Science,1.39453125,8290.0,167032.0,0048-6604,Physics and Astronomy,Physics,1.6,radio science
1649867,53842986,Materials Characterization,2,Materials Characterization,5.041533546325879,8571.0,205984.0,1044-5803,Engineering,Materials science,4.8,materials characterization
